Country;B2;q22c_rec;TSC_682;q1_rec;q3_rec;q31_rec;q25_rec;q27_rec;b14_rec;b20_rec;b1_rec;b2_rec
1;63;4;1;3;1;2;99;2;3;4;2;3
1;63;1;1;3;1;3;99;2;1;4;1;3
1;74;1;2;2;1;1;3;2;1;4;2;4
1;40;4;2;3;1;6;99;3;1;1;2;2
1;84;2;1;2;1;1;3;2;3;2;1;4
1;49;2;1;3;1;6;99;2;2;1;2;3
1;24;1;1;3;1;1;2;1;1;1;1;1
1;53;1;1;3;1;1;3;2;2;1;1;3
1;45;4;2;9;1;9;99;99;1;1;1;3
1;57;1;1;3;1;6;99;2;3;1;2;3
1;46;1;1;3;1;6;5;2;1;1;2;3
1;19;1;3;3;1;9;6;2;1;2;2;1
1;35;4;2;3;2;2;99;99;1;3;2;2
1;32;2;2;3;1;6;99;4;1;1;2;2
1;35;4;2;3;2;9;99;99;9;1;2;2
1;48;4;2;1;1;9;99;99;2;3;1;3
1;50;2;2;1;2;4;1;5;1;4;1;3
1;65;2;1;9;1;9;4;2;2;4;1;4
1;23;1;2;3;1;2;1;3;1;2;2;1
1;32;3;2;3;1;9;99;2;1;4;2;2
1;35;1;1;1;1;6;6;2;3;1;2;2
1;76;2;2;1;2;9;1;99;3;1;1;4
1;37;4;2;3;1;9;99;4;2;1;2;2
1;53;1;1;2;1;1;6;2;1;4;1;3
1;41;2;2;9;9;9;1;5;9;1;1;2
1;40;4;1;2;1;6;3;2;2;1;2;2
1;16;1;1;3;2;6;1;4;1;3;1;1
1;45;2;2;2;1;1;1;4;2;1;1;3
1;46;1;3;3;1;6;6;2;2;3;2;3
1;61;2;2;1;1;6;2;3;1;3;2;3
1;16;4;1;2;1;3;99;4;2;1;2;1
1;74;4;2;2;1;4;99;99;1;2;2;4
1;68;2;2;1;2;4;99;2;1;3;1;4
1;36;2;2;2;2;1;1;4;2;4;1;2
1;39;2;2;1;2;9;1;99;9;2;1;2
1;33;3;4;1;2;6;99;5;1;4;2;2
1;40;2;2;2;2;6;2;4;1;4;2;2
1;55;4;2;2;1;3;99;2;3;4;2;3
1;55;1;1;1;2;3;4;2;2;3;1;3
1;78;2;1;3;1;6;3;2;1;3;1;4
1;22;3;4;1;1;6;99;2;3;1;1;1
1;68;1;2;3;2;9;1;5;9;1;1;4
1;40;2;2;1;2;9;1;4;1;1;1;2
1;38;1;1;2;1;6;99;4;2;3;1;2
1;40;1;2;3;2;6;3;2;2;1;1;2
1;50;2;2;1;2;4;1;4;9;1;2;3
1;49;3;4;2;1;4;2;3;2;3;1;3
1;75;1;1;3;1;2;5;2;1;4;2;4
1;85;1;1;3;1;9;3;2;2;2;1;4
1;19;2;1;1;2;1;2;2;2;4;1;1
1;71;2;2;3;1;6;2;4;1;1;1;4
1;53;2;2;3;1;1;99;2;1;3;1;3
1;75;2;2;2;2;4;2;3;1;3;1;4
1;71;2;1;3;1;6;99;2;1;1;2;4
1;17;3;2;2;2;1;99;99;2;1;1;1
1;29;2;2;2;1;3;1;5;2;1;1;2
1;72;2;2;2;1;3;5;3;9;2;1;4
1;72;1;1;3;1;6;2;4;1;3;2;4
1;69;2;2;2;1;2;4;2;1;4;1;4
1;56;1;1;3;1;6;99;3;2;1;1;3
1;17;2;2;2;1;9;99;4;1;1;1;1
1;65;2;1;3;1;6;3;2;2;1;1;4
1;56;1;1;3;1;1;99;3;3;1;1;3
1;40;1;2;3;1;6;5;3;3;4;1;2
1;65;2;2;1;1;6;2;2;1;1;1;4
1;25;4;2;2;2;6;99;2;1;4;2;1
1;22;2;1;3;1;4;2;2;1;2;2;1
1;29;2;1;2;1;1;4;3;3;1;2;2
1;70;2;2;2;2;6;1;4;2;1;1;4
1;42;4;1;2;1;2;5;3;2;1;2;2
1;64;2;2;3;1;3;2;4;2;3;2;3
1;73;2;2;2;1;6;1;2;1;4;1;4
1;40;3;4;1;1;6;2;3;1;1;1;2
1;32;2;2;1;2;4;1;3;1;4;1;2
1;16;1;2;3;9;6;6;4;2;3;2;1
1;37;1;1;3;1;1;3;3;2;1;2;2
1;29;4;1;2;2;6;99;3;3;3;2;2
1;76;2;2;2;1;1;1;2;1;1;1;4
1;79;2;2;3;1;3;1;3;1;1;2;4
1;90;4;2;3;2;9;99;99;1;3;2;4
1;23;1;3;2;2;6;6;3;2;1;1;1
1;20;3;4;2;2;9;99;2;2;1;2;1
1;81;4;2;9;1;6;2;4;2;2;2;4
1;23;4;2;3;1;1;99;99;3;1;1;1
1;73;4;2;2;1;1;99;4;2;4;1;4
1;59;4;2;2;1;9;99;99;2;1;2;3
1;44;3;4;1;1;9;99;99;1;1;1;2
1;84;3;4;9;1;1;3;5;3;2;2;4
1;35;1;3;3;1;2;6;2;1;2;1;2
1;43;4;2;2;1;9;99;99;1;1;2;2
1;42;3;2;2;1;9;2;4;1;1;1;2
1;75;1;1;3;2;6;4;2;3;4;1;4
1;22;1;1;3;1;4;6;2;2;3;2;1
1;52;1;3;2;1;2;6;2;3;1;2;3
1;23;1;3;3;2;6;6;2;1;1;2;1
1;17;1;1;3;1;9;99;2;2;2;2;1
1;43;1;1;3;1;9;5;3;1;2;1;2
1;18;1;1;2;1;2;4;3;2;1;2;1
1;42;1;3;2;1;3;6;2;2;1;2;2
1;48;2;2;1;2;9;2;3;9;1;2;3
1;70;1;1;3;1;4;3;2;3;2;1;4
1;68;3;4;1;1;6;2;2;1;3;1;4
1;32;2;2;1;1;9;6;99;9;1;2;2
1;52;2;1;9;1;9;99;2;9;4;2;3
1;36;1;1;1;1;1;6;2;3;3;1;2
1;52;3;4;2;1;1;6;2;3;1;1;3
1;39;1;1;3;1;1;3;3;1;1;2;2
1;44;3;4;1;1;6;3;2;2;1;1;2
1;44;3;1;2;2;9;3;99;3;4;2;2
1;37;1;3;3;1;6;6;2;2;4;2;2
1;17;1;1;3;1;6;4;2;2;1;2;1
1;31;2;1;2;9;1;3;3;2;1;2;2
1;65;1;3;2;1;2;2;2;3;3;1;4
1;50;3;4;2;1;6;99;2;3;1;1;3
1;34;1;3;3;1;2;6;2;3;4;2;2
1;69;3;4;2;9;1;99;2;2;4;1;4
1;55;2;1;3;1;6;3;2;9;2;1;3
1;67;2;2;2;1;6;99;2;1;1;1;4
1;60;1;1;2;1;6;99;2;2;1;1;3
1;75;1;1;3;1;9;99;99;3;1;2;4
1;67;4;1;9;1;6;6;2;1;3;1;4
1;52;1;1;2;1;3;6;2;2;3;2;3
1;59;3;4;3;1;9;99;2;2;4;2;3
1;44;4;3;9;1;1;4;1;2;3;2;2
1;38;1;1;2;1;2;6;2;9;4;1;2
1;56;1;1;3;2;6;6;2;2;1;1;3
1;16;1;1;3;1;3;5;2;1;3;2;1
1;21;2;1;2;1;2;4;2;3;2;1;1
1;38;2;2;3;1;6;2;99;2;1;2;2
1;32;4;1;2;1;4;4;3;1;1;2;2
1;60;4;2;3;1;4;4;3;2;3;1;3
1;30;1;3;3;1;4;6;2;1;1;1;2
1;23;1;1;3;1;3;99;2;3;1;2;1
1;47;1;1;2;2;9;6;2;3;1;2;3
1;43;4;2;2;1;2;99;2;2;1;1;2
1;17;1;1;3;1;2;4;2;3;1;2;1
1;21;3;4;1;1;3;6;2;2;3;1;1
1;19;1;1;3;1;9;99;2;3;1;1;1
1;74;3;4;1;1;9;99;2;3;1;1;4
1;77;2;1;3;1;1;6;2;1;1;2;4
1;40;1;3;3;1;1;6;99;2;3;2;2
1;66;2;2;2;1;9;3;3;3;4;1;4
1;35;3;4;1;2;4;6;2;3;2;1;2
1;42;2;2;3;1;2;3;2;1;1;1;2
1;44;1;1;2;1;2;5;2;2;3;1;2
1;36;1;1;3;2;2;3;2;1;3;1;2
1;63;3;4;3;1;6;5;2;1;3;2;3
1;56;2;1;3;1;2;3;2;9;4;2;3
1;45;1;1;2;2;1;5;2;3;4;1;3
1;48;1;3;2;9;1;5;99;2;1;1;3
1;50;2;2;3;2;6;2;2;2;1;2;3
1;71;1;1;3;1;4;6;2;2;3;1;4
1;28;3;4;1;2;2;2;2;3;1;1;2
1;64;1;1;1;1;9;3;2;1;4;2;3
1;36;1;3;1;1;4;99;2;2;4;1;2
1;66;4;2;3;1;4;99;3;1;3;2;4
1;51;1;1;2;2;6;6;2;1;1;2;3
1;33;4;2;2;1;9;99;2;2;4;2;2
1;53;4;2;2;2;6;99;2;2;1;1;3
1;26;4;2;2;1;9;99;99;2;1;2;2
1;76;2;1;3;1;4;2;2;2;3;2;4
1;44;1;3;3;2;3;6;2;3;3;1;2
1;68;1;1;2;1;1;99;1;1;4;1;4
1;76;1;3;3;1;1;6;1;3;3;1;4
1;62;1;1;3;1;9;99;4;2;1;2;3
1;55;4;1;1;1;6;4;2;1;1;1;3
1;16;2;1;2;1;1;4;2;1;2;2;1
1;43;1;3;1;1;2;5;2;1;4;2;2
1;43;1;1;3;1;2;5;2;3;4;2;2
1;40;1;1;3;1;2;4;2;3;1;2;2
1;31;1;1;3;1;3;4;2;2;3;2;2
1;67;1;1;3;1;6;99;3;2;1;2;4
1;75;4;2;2;1;2;99;2;1;3;2;4
1;31;1;1;3;1;2;5;2;2;4;2;2
1;41;1;3;3;1;2;6;2;2;1;2;2
1;84;1;3;2;2;9;6;4;2;2;1;4
1;85;4;1;3;1;6;3;3;2;1;2;4
1;36;3;4;3;1;9;99;2;2;1;2;2
1;23;4;2;3;1;9;99;99;3;1;2;1
1;70;2;1;3;1;6;99;2;1;4;1;4
1;61;4;2;2;1;9;99;4;1;1;2;3
1;33;1;1;3;1;1;99;99;1;2;2;2
1;42;1;1;3;1;2;5;2;1;3;2;2
1;28;2;2;3;1;6;3;2;1;4;2;2
1;37;2;1;3;1;3;3;2;2;1;2;2
1;22;2;2;3;1;2;6;2;3;4;2;1
1;37;1;1;3;1;6;99;2;3;2;2;2
1;21;1;3;3;1;6;6;2;2;3;2;1
1;18;3;4;3;1;1;99;4;3;2;2;1
1;33;1;3;3;1;6;6;2;3;2;2;2
1;18;1;3;3;1;6;6;2;3;3;1;1
1;31;1;1;3;1;1;4;2;1;1;2;2
1;59;1;1;1;1;6;2;2;1;1;1;3
1;80;1;1;2;1;1;5;2;3;4;1;4
1;27;2;1;1;1;2;3;2;3;3;2;2
1;70;4;1;3;2;6;2;2;2;1;2;4
1;16;2;1;1;1;6;5;2;1;1;1;1
1;21;3;4;1;2;9;99;2;1;1;1;1
1;40;4;1;2;1;1;99;2;2;1;2;2
1;22;2;2;2;1;3;3;2;9;2;2;1
1;66;1;1;2;1;2;5;2;3;2;1;4
1;24;3;4;1;2;6;99;2;2;1;1;1
1;43;1;1;1;1;1;6;2;2;3;2;2
1;46;1;1;1;2;9;99;99;1;4;1;3
1;34;3;4;2;1;9;6;2;3;3;1;2
1;33;3;4;1;1;9;99;2;3;4;1;2
1;34;3;4;1;1;1;99;2;3;1;1;2
1;55;1;1;3;1;6;6;4;2;2;2;3
1;33;4;2;3;2;9;3;99;2;2;1;2
1;53;1;1;2;2;3;6;2;2;1;1;3
1;34;3;4;2;1;6;99;99;2;1;1;2
1;72;2;1;3;1;2;3;3;2;2;2;4
1;69;1;1;2;1;6;2;3;1;4;1;4
1;55;1;1;1;1;6;5;2;3;4;1;3
1;61;4;1;2;1;3;3;2;2;3;2;3
1;85;3;4;3;1;2;4;4;1;1;1;4
1;23;4;2;2;2;2;3;3;2;1;1;1
1;39;1;1;2;1;2;6;2;2;1;1;2
1;31;1;1;3;1;3;6;2;3;1;2;2
1;69;2;2;3;1;6;2;3;2;4;1;4
1;35;3;4;1;2;1;99;3;3;1;1;2
1;41;1;1;3;1;6;99;2;1;4;2;2
1;64;2;2;2;1;6;1;4;2;3;2;3
1;49;1;1;2;1;9;3;2;1;2;1;3
1;79;1;1;2;2;6;3;1;3;2;1;4
1;57;1;1;1;1;6;6;2;2;1;1;3
1;22;2;1;3;1;4;3;4;2;2;2;1
1;15;3;4;1;9;2;99;2;2;1;2;1
1;42;3;4;1;2;9;99;2;2;4;1;2
1;69;4;2;2;1;2;99;2;1;1;2;4
1;52;1;1;3;1;4;5;2;2;1;1;3
1;73;1;1;3;1;1;99;2;2;4;2;4
1;58;1;1;2;1;2;2;2;2;1;2;3
1;67;1;1;3;1;6;99;2;2;4;1;4
1;17;4;2;2;1;9;99;99;9;4;2;1
1;40;4;2;1;1;1;99;3;1;3;1;2
1;61;1;3;1;1;2;6;2;1;1;1;3
1;42;4;1;1;1;6;99;2;1;4;2;2
1;40;1;1;3;1;3;99;2;9;1;1;2
1;22;4;2;2;1;9;99;99;2;3;2;1
1;20;4;2;2;9;1;5;2;3;3;2;1
1;22;1;1;2;1;9;6;2;2;1;1;1
1;62;4;2;3;1;2;99;2;2;3;2;3
1;67;2;2;2;1;4;1;4;1;3;2;4
1;66;4;1;3;1;6;3;3;1;1;2;4
1;75;1;1;1;2;1;3;2;3;1;2;4
1;32;1;3;1;1;6;5;2;2;1;2;2
1;28;2;2;2;2;6;99;2;2;1;2;2
1;42;1;1;3;1;6;6;2;3;3;1;2
1;78;1;1;2;2;6;4;2;1;1;2;4
1;42;3;4;9;2;2;6;99;1;3;1;2
1;43;1;1;1;1;2;99;2;1;1;2;2
1;63;4;1;2;1;6;5;2;1;4;1;3
1;29;3;4;3;1;6;5;2;3;3;2;2
1;72;4;2;1;1;9;99;99;1;4;2;4
1;18;1;1;3;1;3;5;3;9;3;2;1
1;32;3;4;2;1;1;6;2;2;1;1;2
1;23;1;1;3;1;6;6;2;2;1;2;1
1;42;2;1;2;1;1;6;2;1;4;1;2
1;62;1;1;1;2;6;99;2;2;3;1;3
1;66;4;2;3;1;9;99;99;1;1;2;4
1;81;4;1;3;1;9;99;2;2;4;2;4
1;42;2;1;1;2;6;99;4;9;3;2;2
1;31;1;1;3;1;6;6;1;9;1;1;2
1;73;1;1;2;1;2;99;4;3;1;1;4
1;77;1;1;3;1;3;4;3;2;2;2;4
1;83;4;2;3;1;6;99;2;2;3;2;4
1;72;3;2;3;1;1;99;2;1;3;1;4
1;50;4;2;9;1;9;99;99;3;4;2;3
1;42;4;2;3;1;2;99;2;1;1;1;2
1;34;1;1;3;1;6;99;2;1;3;2;2
1;51;4;2;3;1;6;5;2;1;3;1;3
1;35;2;1;1;1;1;99;2;2;3;1;2
1;86;1;1;2;1;4;99;2;3;1;2;4
1;29;1;3;3;2;3;99;2;1;1;2;2
1;21;3;4;2;2;9;6;2;2;1;2;1
1;31;1;1;2;1;2;99;2;2;1;2;2
1;17;2;1;2;1;2;3;3;1;3;2;1
1;20;3;4;1;2;1;99;3;1;1;2;1
1;16;1;1;3;1;9;99;2;9;1;1;1
1;21;3;4;3;2;4;99;2;3;1;2;1
1;75;2;2;9;9;9;99;4;9;1;2;4
1;76;4;2;3;9;1;3;2;9;1;2;4
1;58;1;3;2;2;1;5;2;1;4;2;3
1;83;1;3;1;2;4;99;2;3;1;1;4
1;46;2;1;2;1;2;99;2;1;1;1;3
1;37;1;1;3;1;3;99;2;3;3;2;2
1;47;1;3;3;1;1;5;2;2;1;2;3
1;49;1;3;3;1;1;6;2;2;4;1;3
1;41;1;1;3;1;3;5;2;1;1;2;2
1;31;1;1;3;2;6;5;4;1;1;2;2
1;49;1;3;3;1;6;6;2;3;3;2;3
1;65;2;2;1;1;1;2;4;3;1;1;4
1;54;1;1;3;1;6;99;2;3;2;2;3
1;78;4;1;3;1;9;4;2;2;4;2;4
1;52;4;2;2;1;9;99;99;9;1;1;3
1;59;3;4;3;1;6;6;2;2;4;1;3
1;45;1;3;3;1;2;99;2;2;4;2;3
1;51;1;1;2;1;2;99;2;3;4;2;3
1;39;1;3;3;1;2;5;2;2;3;2;2
1;33;3;4;1;2;6;6;2;3;1;1;2
1;52;4;1;3;1;6;3;2;9;1;1;3
1;66;2;2;3;1;1;3;2;3;3;1;4
1;46;1;1;2;1;2;5;2;1;1;2;3
1;52;1;1;3;1;4;6;2;1;1;1;3
1;53;1;1;2;1;4;99;2;1;1;2;3
1;46;3;4;2;1;2;4;2;2;3;2;3
1;76;1;1;3;1;2;5;2;2;4;1;4
1;47;1;1;2;1;4;6;2;2;1;1;3
1;27;1;1;3;1;6;6;2;2;1;2;2
1;40;4;1;3;1;6;5;2;3;4;2;2
1;54;1;3;3;1;3;5;3;3;4;2;3
1;20;3;4;2;1;1;99;3;2;1;1;1
1;71;3;4;2;1;6;99;2;1;1;2;4
1;23;1;1;3;1;3;99;2;3;3;1;1
1;77;1;1;3;1;4;3;2;2;1;1;4
1;34;1;1;3;1;3;6;2;1;4;2;2
1;28;1;1;1;1;3;3;2;3;4;2;2
1;52;3;4;2;1;2;5;2;1;1;1;3
1;46;4;2;3;1;4;99;2;2;4;1;3
1;68;1;1;3;1;2;3;2;3;3;2;4
1;63;1;1;2;1;2;99;2;2;3;1;3
1;51;1;1;1;1;1;99;2;3;3;1;3
1;54;2;2;1;1;2;2;2;9;4;1;3
1;48;1;3;3;1;2;6;2;3;4;1;3
1;63;4;1;3;1;6;3;2;2;3;2;3
1;65;3;4;3;1;3;99;2;1;3;1;4
1;57;1;1;2;1;3;3;3;1;3;2;3
1;75;1;1;3;1;1;3;2;2;2;1;4
1;55;1;3;3;1;6;6;2;2;2;1;3
1;74;3;4;3;1;6;99;99;3;1;2;4
1;51;1;2;3;1;2;99;2;1;3;1;3
1;40;3;4;1;2;1;99;2;1;2;1;2
1;58;1;1;3;1;3;3;2;2;1;1;3
1;26;4;2;3;1;9;99;99;2;1;2;2
1;62;1;1;3;1;4;3;2;2;2;2;3
1;38;2;1;2;2;2;99;2;3;4;1;2
1;57;1;1;1;2;1;99;2;2;4;2;3
1;60;1;1;3;1;6;4;2;3;1;1;3
1;86;2;2;3;1;2;3;4;1;4;1;4
1;77;2;2;3;1;2;2;3;3;4;2;4
1;60;1;3;3;1;2;99;4;1;4;2;3
1;66;1;1;2;1;2;5;3;2;3;1;4
1;46;1;1;2;1;6;6;2;3;2;1;3
1;27;3;4;2;2;6;6;4;3;1;2;2
1;62;2;1;2;1;9;5;2;3;3;1;3
1;30;1;3;2;1;2;4;2;9;1;2;2
1;40;4;1;3;1;9;3;2;1;3;2;2
1;69;1;3;3;1;4;4;3;1;1;1;4
1;72;2;2;3;1;2;2;4;3;1;2;4
1;31;1;1;3;1;6;6;3;2;4;2;2
1;49;1;3;3;1;9;6;99;3;4;1;3
1;67;3;4;2;2;1;99;2;1;3;2;4
1;59;3;4;2;2;9;99;2;2;1;2;3
1;46;1;1;2;1;2;5;2;1;3;2;3
1;68;4;2;3;1;2;4;3;2;3;2;4
1;62;1;3;3;2;9;99;2;1;3;2;3
1;53;1;1;3;1;2;6;2;3;4;1;3
1;44;1;3;2;1;6;6;2;3;1;1;2
1;34;4;1;3;1;9;6;3;3;2;2;2
1;38;1;3;1;1;1;6;2;1;2;1;2
1;47;1;1;2;1;1;6;2;1;2;2;3
1;50;1;1;1;1;2;6;4;2;1;1;3
1;20;1;3;3;1;4;6;2;3;3;2;1
1;42;3;4;2;1;2;6;2;3;1;1;2
1;68;1;1;2;1;1;2;99;3;4;1;4
1;56;1;1;2;1;9;99;2;2;2;2;3
1;72;1;1;2;1;2;3;3;3;3;1;4
1;34;3;4;2;2;6;6;2;3;4;1;2
1;31;1;1;2;1;4;99;2;9;4;2;2
1;43;1;3;2;2;6;99;2;3;4;2;2
1;60;1;3;1;1;3;6;2;1;3;2;3
1;79;4;2;3;1;3;99;2;2;4;1;4
1;33;1;1;2;1;1;5;2;1;1;2;2
1;50;1;3;2;1;2;6;2;3;4;2;3
1;59;1;3;2;1;9;3;2;3;3;1;3
1;64;1;1;3;1;3;4;2;2;4;2;3
1;56;2;1;3;1;6;2;2;1;3;2;3
1;50;1;1;3;1;9;3;2;2;3;2;3
1;59;2;2;3;1;6;99;99;1;3;2;3
1;62;3;4;2;1;6;99;99;2;1;2;3
1;77;4;1;3;1;2;6;4;1;1;2;4
1;65;4;2;2;1;3;99;3;3;3;1;4
1;35;1;3;3;1;3;99;2;2;1;2;2
1;60;1;1;2;1;1;5;3;3;1;2;3
1;53;1;1;3;1;3;6;2;3;1;2;3
1;40;4;1;2;9;9;99;99;2;4;2;2
1;67;3;4;3;1;6;6;2;3;3;1;4
1;45;1;3;1;1;6;99;2;2;3;2;3
1;56;1;1;3;1;4;5;2;2;2;2;3
1;75;4;2;1;1;1;99;99;2;1;1;4
1;48;1;3;3;1;3;99;2;2;4;2;3
1;81;4;2;3;1;9;99;99;2;4;1;4
1;61;1;1;2;1;4;3;2;3;1;1;3
1;75;1;1;3;1;9;99;4;1;4;2;4
1;45;1;1;3;1;6;99;2;1;4;2;3
1;61;4;1;3;1;3;5;2;1;1;2;3
1;55;3;4;3;1;2;6;2;1;1;2;3
1;31;1;3;2;1;3;6;2;3;3;1;2
1;60;1;1;3;1;2;6;2;2;1;2;3
1;44;1;1;3;1;6;6;2;2;1;2;2
1;44;3;4;1;2;1;99;4;1;2;1;2
1;44;4;2;3;1;2;99;4;9;1;2;2
1;51;1;1;3;1;2;6;2;2;4;1;3
1;33;1;3;3;1;6;6;2;2;3;2;2
1;24;1;1;3;1;2;6;2;1;1;1;1
1;32;1;1;2;1;3;6;2;2;1;2;2
1;65;1;1;2;1;6;5;2;3;4;1;4
1;28;2;1;3;1;1;3;2;1;1;2;2
1;21;1;3;3;1;3;6;2;3;1;2;1
1;52;1;3;3;1;3;6;2;3;4;1;3
1;63;1;1;2;1;6;5;2;2;1;2;3
1;40;2;1;1;1;1;3;2;1;3;2;2
1;32;1;1;3;1;4;3;2;2;1;1;2
1;57;4;2;2;1;6;99;2;3;4;2;3
1;50;1;1;3;1;2;3;2;3;1;2;3
1;34;1;3;3;1;6;99;2;3;2;1;2
1;46;1;1;3;1;2;4;2;2;1;2;3
1;31;1;1;3;1;3;3;2;2;4;1;2
1;48;4;1;3;1;6;99;2;1;3;1;3
1;56;1;1;3;1;6;5;2;1;3;1;3
1;63;1;1;2;1;3;5;2;3;4;1;3
1;56;2;1;3;2;6;5;2;3;4;1;3
1;24;3;1;3;1;2;6;2;3;4;2;1
1;65;3;4;3;2;6;6;2;3;4;1;4
1;37;3;4;2;1;6;6;2;1;1;1;2
1;79;1;1;3;1;2;3;2;2;4;2;4
1;25;1;1;3;1;4;5;2;2;1;2;1
1;20;2;1;3;1;2;2;2;2;4;2;1
1;50;2;1;3;1;6;3;2;2;1;1;3
1;73;2;2;3;1;1;6;5;1;1;2;4
1;46;3;4;2;1;6;99;2;1;1;1;3
1;50;3;4;2;2;2;99;2;1;3;1;3
1;56;1;1;3;2;6;3;2;2;3;2;3
1;23;1;1;3;1;2;6;2;3;1;2;1
1;76;3;4;3;1;4;99;2;2;2;1;4
1;46;4;1;3;1;6;3;4;1;1;2;3
1;64;3;4;3;1;6;4;4;2;1;2;3
1;33;1;1;2;1;1;3;3;2;1;1;2
1;27;2;2;3;2;3;1;2;2;4;1;2
1;34;1;1;3;1;1;4;2;2;2;2;2
1;52;3;4;3;1;6;99;4;3;1;1;3
1;17;1;2;3;1;9;4;2;2;1;1;1
1;41;1;1;1;1;1;4;2;2;1;1;2
1;63;1;1;2;1;1;6;2;2;1;1;3
1;44;4;2;2;1;6;99;99;2;3;1;2
1;43;1;3;2;1;1;6;2;2;4;1;2
1;65;4;1;2;1;1;1;1;2;4;1;4
1;29;3;4;1;1;2;99;2;2;4;2;2
1;50;3;4;1;2;1;99;2;2;4;1;3
1;34;1;1;2;1;1;99;2;2;1;1;2
1;71;3;4;2;1;2;2;4;1;1;1;4
1;54;1;1;2;2;4;5;3;1;4;1;3
1;34;2;1;2;1;9;99;2;9;4;2;2
1;45;1;1;3;1;2;99;3;3;4;1;3
1;70;1;1;2;1;2;2;2;2;3;1;4
1;61;4;1;3;1;9;5;2;2;2;2;3
1;33;1;1;2;1;1;6;2;3;1;1;2
1;66;3;4;3;1;6;3;2;1;4;2;4
1;53;2;2;2;2;9;2;2;2;4;1;3
1;39;1;3;3;1;3;4;3;2;3;2;2
1;60;3;4;2;1;6;4;5;2;1;1;3
1;29;1;1;2;1;2;5;2;3;1;1;2
1;45;1;1;3;1;1;99;3;2;1;1;3
1;63;1;1;1;2;1;6;2;1;4;1;3
1;32;1;1;1;1;1;6;2;2;1;1;2
1;70;1;1;3;1;2;3;2;3;1;2;4
1;53;1;1;3;1;4;3;2;1;1;2;3
1;56;1;1;3;1;6;6;2;1;3;1;3
1;75;1;3;2;1;4;5;2;2;1;1;4
1;76;2;1;3;1;3;99;2;2;4;2;4
1;61;4;1;2;1;6;5;2;2;3;2;3
1;48;1;1;2;1;2;6;2;1;2;2;3
1;76;1;1;3;1;2;3;3;2;1;2;4
1;33;1;1;3;1;3;99;2;3;1;2;2
1;69;4;1;3;1;2;3;3;2;1;2;4
1;76;2;2;2;2;6;2;3;3;1;1;4
1;35;1;1;2;1;1;6;2;2;1;1;2
1;40;1;1;2;2;2;5;2;2;3;2;2
1;32;1;3;3;1;6;6;2;2;1;1;2
1;18;1;1;3;1;2;99;2;3;4;2;1
1;24;1;1;3;1;6;4;2;9;3;2;1
1;57;1;1;3;1;9;6;2;2;1;1;3
1;58;1;1;3;1;1;6;2;2;1;2;3
1;31;3;4;2;1;2;2;2;2;3;2;2
1;81;1;1;3;1;3;4;2;3;1;1;4
1;75;1;1;3;1;2;2;3;1;3;1;4
1;85;4;2;2;1;6;6;1;3;3;1;4
1;69;1;3;2;1;6;5;3;2;1;1;4
1;30;2;1;3;1;4;4;2;2;3;1;2
1;73;1;1;1;1;6;6;2;2;1;1;4
1;17;3;4;3;1;6;5;2;1;4;1;1
1;48;1;3;3;1;2;5;2;3;4;1;3
1;49;1;1;2;1;6;99;2;3;1;2;3
1;59;1;3;3;1;4;3;2;1;1;2;3
1;67;1;1;3;1;2;5;2;2;2;1;4
1;77;1;1;3;1;6;6;2;3;1;2;4
1;67;1;3;3;1;3;99;4;3;4;2;4
1;46;1;1;3;1;1;6;2;3;1;1;3
1;23;3;4;2;2;3;6;2;3;1;1;1
1;21;4;2;2;1;2;99;2;1;4;2;1
1;69;4;1;3;2;2;99;99;2;4;2;4
1;59;4;2;2;1;9;99;2;2;3;1;3
1;66;4;2;3;2;1;4;3;1;3;1;4
1;30;1;1;3;1;2;99;2;2;4;2;2
1;59;4;2;3;1;6;1;4;2;1;2;3
1;44;4;1;3;1;9;99;99;2;4;2;2
1;50;1;3;3;1;1;6;4;3;3;1;3
1;40;1;1;1;1;1;99;2;1;1;2;2
1;61;3;4;3;1;3;6;2;1;4;2;3
1;41;1;1;3;2;6;6;2;1;4;2;2
1;76;4;2;3;1;3;99;3;2;3;2;4
1;36;2;2;3;1;4;3;3;2;3;2;2
1;39;3;4;2;1;2;6;2;1;4;2;2
1;79;2;2;2;1;2;2;3;1;1;2;4
1;49;1;3;2;1;6;5;2;3;3;1;3
1;75;4;1;3;1;2;3;2;1;1;2;4
1;39;1;3;1;2;3;99;4;1;4;2;2
1;39;1;3;3;1;4;6;2;2;4;1;2
1;51;1;1;3;1;3;6;2;2;3;2;3
1;63;1;1;3;1;6;4;2;2;3;2;3
1;42;3;4;2;1;6;99;2;1;1;1;2
1;35;3;4;2;1;6;99;3;2;3;2;2
1;62;3;4;2;2;6;99;3;2;3;1;3
1;62;2;1;2;1;1;5;2;2;1;2;3
1;75;2;1;3;1;3;3;3;3;4;2;4
1;37;3;4;2;1;1;99;2;1;1;2;2
1;73;4;1;1;1;2;3;2;3;4;1;4
1;64;1;1;1;1;6;99;2;2;4;1;3
1;78;4;2;1;2;6;4;2;1;1;1;4
1;37;1;3;3;1;6;99;2;2;1;2;2
1;25;2;2;3;1;6;99;2;1;1;1;1
1;63;2;2;2;2;6;1;4;3;3;1;3
1;54;1;1;3;1;1;6;2;1;3;2;3
1;44;1;1;1;1;9;99;2;3;4;1;2
